"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CAPG",0,0.958321298566669,0.532,0.109,0,"CD14+ Monocytes","CAPG"
"CYBA",0,0.958246131723371,0.958,0.688,0,"CD14+ Monocytes","CYBA"
"OAZ1",0,0.958081600967377,0.995,0.881,0,"CD14+ Monocytes","OAZ1"
"ZEB2",0,0.955593727253051,0.604,0.172,0,"CD14+ Monocytes","ZEB2"
"PTPRE",0,0.950077422452882,0.554,0.115,0,"CD14+ Monocytes","PTPRE"
"LY86",0,0.948819750562679,0.511,0.074,0,"CD14+ Monocytes","LY86"
"NUP214",0,0.94293874205093,0.469,0.079,0,"CD14+ Monocytes","NUP214"
"CLEC12A",0,0.937123280052456,0.43,0.035,0,"CD14+ Monocytes","CLEC12A"
"CD363",0,0.933885063572092,0.551,0.142,0,"CD14+ Monocytes","CD36"
"GAPDH1",0,0.933025290706078,0.987,0.793,0,"CD14+ Monocytes","GAPDH"
"CD302",0,0.930595693452126,0.45,0.049,0,"CD14+ Monocytes","CD302"
"GLIPR1",0,0.923343503815112,0.591,0.155,0,"CD14+ Monocytes","GLIPR1"
"IGSF6",0,0.921539786229163,0.4,0.032,0,"CD14+ Monocytes","IGSF6"
"CDA",0,0.919640469325312,0.399,0.018,0,"CD14+ Monocytes","CDA"
"MGST1",0,0.918715362644333,0.437,0.061,0,"CD14+ Monocytes","MGST1"
"PHACTR1",0,0.88591779102701,0.459,0.092,0,"CD14+ Monocytes","PHACTR1"
"FPR1",0,0.881085808867877,0.381,0.012,0,"CD14+ Monocytes","FPR1"
"KCTD12",0,0.878215992543427,0.399,0.027,0,"CD14+ Monocytes","KCTD12"
"LTA4H",0,0.875927069293152,0.545,0.182,0,"CD14+ Monocytes","LTA4H"
"CARD16",0,0.875620965913971,0.608,0.219,0,"CD14+ Monocytes","CARD16"
"C14orf21",0,0.872783490368307,0.926,0.65,0,"CD14+ Monocytes","C14orf2"
"RP11-386I14.4",0,0.867151513862535,0.418,0.191,0,"CD14+ Monocytes","RP11-386I14.4"
"TIMP1",0,0.866448815736461,0.624,0.215,0,"CD14+ Monocytes","TIMP1"
"SH3BGRL3",0,0.86601423580954,0.981,0.822,0,"CD14+ Monocytes","SH3BGRL3"
"C1orf162",0,0.865062375925388,0.705,0.276,0,"CD14+ Monocytes","C1orf162"
"ARPC1B",0,0.864428948646669,0.893,0.56,0,"CD14+ Monocytes","ARPC1B"
"SLC7A7",0,0.861288338186362,0.41,0.027,0,"CD14+ Monocytes","SLC7A7"
"STX11",0,0.860600625181888,0.431,0.059,0,"CD14+ Monocytes","STX11"
"ANXA5",0,0.858723059530498,0.582,0.178,0,"CD14+ Monocytes","ANXA5"
"NCF1",0,0.855717312828912,0.543,0.186,0,"CD14+ Monocytes","NCF1"
"RAC11",0,0.852368457733619,0.741,0.369,0,"CD14+ Monocytes","RAC1"
"TREM1",0,0.849738308853475,0.353,0.018,0,"CD14+ Monocytes","TREM1"
"LY96",0,0.842173098110548,0.438,0.067,0,"CD14+ Monocytes","LY96"
"IQGAP1",0,0.837453073399257,0.613,0.216,0,"CD14+ Monocytes","IQGAP1"
"C4orf48",0,0.831549267336755,0.579,0.178,0,"CD14+ Monocytes","C4orf48"
"ATP6V0B",0,0.825460395685406,0.693,0.344,0,"CD14+ Monocytes","ATP6V0B"
"SERPINB1",0,0.824885417141513,0.642,0.258,0,"CD14+ Monocytes","SERPINB1"
"SLC11A1",0,0.822074777314516,0.384,0.04,0,"CD14+ Monocytes","SLC11A1"
"TGFBI",0,0.820036281939695,0.39,0.035,0,"CD14+ Monocytes","TGFBI"
"CEBPB",0,0.817509067208999,0.505,0.147,0,"CD14+ Monocytes","CEBPB"
"CLEC4A",0,0.815295444947687,0.377,0.029,0,"CD14+ Monocytes","CLEC4A"
"CTSH",0,0.807219528743888,0.424,0.076,0,"CD14+ Monocytes","CTSH"
"FGR",0,0.806956420888427,0.461,0.074,0,"CD14+ Monocytes","FGR"
"AGTRAP",0,0.80148891978928,0.463,0.116,0,"CD14+ Monocytes","AGTRAP"
"FKBP1A1",0,0.801117112525988,0.755,0.405,0,"CD14+ Monocytes","FKBP1A"
"FOS",0,0.800853284952015,0.989,0.897,0,"CD14+ Monocytes","FOS"
"JUND",0,0.797615672623299,0.755,0.45,0,"CD14+ Monocytes","JUND"
"METTL9",0,0.796469270206193,0.62,0.324,0,"CD14+ Monocytes","METTL9"
"IFITM3",0,0.795702982535049,0.405,0.16,0,"CD14+ Monocytes","IFITM3"
"AHNAK",0,0.789897977308434,0.543,0.179,0,"CD14+ Monocytes","AHNAK"
"CLEC4E",0,0.789062871066059,0.308,0.004,0,"CD14+ Monocytes","CLEC4E"
"ATP2B1",0,0.784702366524309,0.473,0.158,0,"CD14+ Monocytes","ATP2B1"
"JAML",0,0.78147485433467,0.449,0.1,0,"CD14+ Monocytes","JAML"
"ACTB",0,0.780708699889453,1,0.985,0,"CD14+ Monocytes","ACTB"
"LGALS33",0,0.774862618370576,0.573,0.217,0,"CD14+ Monocytes","LGALS3"
"C10orf54",0,0.769916486349045,0.631,0.26,0,"CD14+ Monocytes","C10orf54"
"SCPEP1",0,0.769882341355246,0.438,0.127,0,"CD14+ Monocytes","SCPEP1"
"CTSZ",0,0.768214670912238,0.401,0.078,0,"CD14+ Monocytes","CTSZ"
"FOSL2",0,0.764656791652146,0.394,0.074,0,"CD14+ Monocytes","FOSL2"
"FOSB",0,0.762499128899885,0.796,0.54,0,"CD14+ Monocytes","FOSB"
"CTSB2",0,0.759504340964956,0.508,0.208,0,"CD14+ Monocytes","CTSB"
"ASGR1",0,0.758201891446694,0.335,0.018,0,"CD14+ Monocytes","ASGR1"
"ZFAND5",0,0.756977840081718,0.554,0.25,0,"CD14+ Monocytes","ZFAND5"
"CDKN1A",0,0.753823595393341,0.358,0.069,0,"CD14+ Monocytes","CDKN1A"
"GLRX1",0,0.748207134184144,0.61,0.266,0,"CD14+ Monocytes","GLRX"
"GNAI2",0,0.744248172531257,0.528,0.187,0,"CD14+ Monocytes","GNAI2"
"MT-CO1",0,0.744218163945206,1,0.999,0,"CD14+ Monocytes","MT-CO1"
"LAMTOR4",0,0.742054850736491,0.831,0.531,0,"CD14+ Monocytes","LAMTOR4"
"GABARAP",0,0.740362666600114,0.371,0.116,0,"CD14+ Monocytes","GABARAP"
"TALDO14",0,0.74013570171031,0.653,0.366,0,"CD14+ Monocytes","TALDO1"
"GCA",0,0.737412583078731,0.361,0.074,0,"CD14+ Monocytes","GCA"
"BST1",0,0.735902709374073,0.329,0.025,0,"CD14+ Monocytes","BST1"
"LINC01272",0,0.730670123717189,0.343,0.033,0,"CD14+ Monocytes","LINC01272"
"EVI2B",0,0.728288286994218,0.695,0.345,0,"CD14+ Monocytes","EVI2B"
"AP2S12",0,0.726048440636976,0.683,0.359,0,"CD14+ Monocytes","AP2S1"
"RHOA",0,0.725722783758416,0.785,0.479,0,"CD14+ Monocytes","RHOA"
"SAMSN1",0,0.725070369240488,0.431,0.138,0,"CD14+ Monocytes","SAMSN1"
"LYN",0,0.722595517349783,0.446,0.11,0,"CD14+ Monocytes","LYN"
"ALDH2",0,0.722387053576031,0.345,0.047,0,"CD14+ Monocytes","ALDH2"
"BCL2A1",0,0.722179795882112,0.383,0.088,0,"CD14+ Monocytes","BCL2A1"
"PGD1",0,0.719854331781212,0.376,0.093,0,"CD14+ Monocytes","PGD"
"BRI3",0,0.717078525170863,0.395,0.085,0,"CD14+ Monocytes","BRI3"
"TMEM176B",0,0.715674634522456,0.267,0.013,0,"CD14+ Monocytes","TMEM176B"
"CNPY3",0,0.714481128664437,0.521,0.205,0,"CD14+ Monocytes","CNPY3"
"H3F3A2",0,0.712676379904335,0.962,0.86,0,"CD14+ Monocytes","H3F3A"
"PILRA",0,0.711277081049731,0.353,0.03,0,"CD14+ Monocytes","PILRA"
"QPCT",0,0.709667062978428,0.284,0.014,0,"CD14+ Monocytes","QPCT"
"MARCKS",0,0.709614637808215,0.311,0.039,0,"CD14+ Monocytes","MARCKS"
"RAB11FIP1",0,0.70723668935019,0.404,0.105,0,"CD14+ Monocytes","RAB11FIP1"
"SDCBP",0,0.704513250801189,0.585,0.303,0,"CD14+ Monocytes","SDCBP"
"CASP1",0,0.704490658314821,0.454,0.122,0,"CD14+ Monocytes","CASP1"
"MXD1",0,0.690641570075182,0.319,0.06,0,"CD14+ Monocytes","MXD1"
"HNMT",0,0.687139904169995,0.306,0.016,0,"CD14+ Monocytes","HNMT"
"TCEB21",0,0.686902545396284,0.899,0.682,0,"CD14+ Monocytes","TCEB2"
"CD441",0,0.686812554087772,0.797,0.528,0,"CD14+ Monocytes","CD44"
"TMEM167A",0,0.681626730188031,0.467,0.199,0,"CD14+ Monocytes","TMEM167A"
"ARPC3",0,0.6799845783567,0.882,0.667,0,"CD14+ Monocytes","ARPC3"
"HLA-DMA",0,0.676579329134604,0.504,0.197,0,"CD14+ Monocytes","HLA-DMA"
"CTD-3252C9.4",0,0.675622775888221,0.414,0.155,0,"CD14+ Monocytes","CTD-3252C9.4"
"LCP1",0,0.673723672812397,0.67,0.328,0,"CD14+ Monocytes","LCP1"
"RILPL2",0,0.672105582437597,0.432,0.143,0,"CD14+ Monocytes","RILPL2"
"C19orf38",0,0.669870081202535,0.32,0.039,0,"CD14+ Monocytes","C19orf38"
"CD300E",0,0.669831125130159,0.275,0.016,0,"CD14+ Monocytes","CD300E"
"LILRB2",0,0.668110559617246,0.316,0.027,0,"CD14+ Monocytes","LILRB2"
"PKM",0,0.665652500905721,0.638,0.34,0,"CD14+ Monocytes","PKM"
"PRELID11",0,0.665172381963858,0.693,0.414,0,"CD14+ Monocytes","PRELID1"
"OGFRL1",0,0.661502598469737,0.308,0.048,0,"CD14+ Monocytes","OGFRL1"
"PLEK",0,0.655654029533586,0.419,0.117,0,"CD14+ Monocytes","PLEK"
"HLA-DPA1",0,0.654849264841367,0.649,0.336,0,"CD14+ Monocytes","HLA-DPA1"
"LILRA5",0,0.653999142613286,0.299,0.021,0,"CD14+ Monocytes","LILRA5"
"ITGAM",0,0.652551122965994,0.301,0.029,0,"CD14+ Monocytes","ITGAM"
"HLA-DPB1",0,0.647178056021716,0.713,0.403,0,"CD14+ Monocytes","HLA-DPB1"
"CD63",0,0.640434045605374,0.584,0.283,0,"CD14+ Monocytes","CD63"
"CHP1",0,0.640072506103592,0.369,0.111,0,"CD14+ Monocytes","CHP1"
"NFKBIZ",0,0.638601336401585,0.408,0.16,0,"CD14+ Monocytes","NFKBIZ"
"CES1",0,0.638373206925349,0.261,0.031,0,"CD14+ Monocytes","CES1"
"TPP1",0,0.638305317109074,0.382,0.113,0,"CD14+ Monocytes","TPP1"
"GLUL3",0,0.63612547914097,0.459,0.24,0,"CD14+ Monocytes","GLUL"
"SEC11A",0,0.63605447897288,0.581,0.303,0,"CD14+ Monocytes","SEC11A"
"IRS2",0,0.635238127298054,0.405,0.151,0,"CD14+ Monocytes","IRS2"
"GABARAPL1",0,0.634822585754487,0.358,0.101,0,"CD14+ Monocytes","GABARAPL1"
"CECR1",0,0.634514657062077,0.332,0.058,0,"CD14+ Monocytes","CECR1"
"EMP31",0,0.631060398503722,0.848,0.587,0,"CD14+ Monocytes","EMP3"
"LYST",0,0.629975767412779,0.411,0.126,0,"CD14+ Monocytes","LYST"
"PGLS",0,0.629276221079375,0.512,0.237,0,"CD14+ Monocytes","PGLS"
"MYADM",0,0.627225410527116,0.547,0.275,0,"CD14+ Monocytes","MYADM"
"TNFAIP2",0,0.625027135187134,0.27,0.018,0,"CD14+ Monocytes","TNFAIP2"
"ATP6V1F",0,0.624430506826166,0.622,0.355,0,"CD14+ Monocytes","ATP6V1F"
"PLSCR1",0,0.620457009096196,0.326,0.093,0,"CD14+ Monocytes","PLSCR1"
"ALDOA",0,0.620267436687138,0.843,0.625,0,"CD14+ Monocytes","ALDOA"
"RAB32",0,0.619534957768074,0.292,0.047,0,"CD14+ Monocytes","RAB32"
"ARRB2",0,0.618749527572605,0.482,0.193,0,"CD14+ Monocytes","ARRB2"
"ENTPD1",0,0.618387812378051,0.263,0.02,0,"CD14+ Monocytes","ENTPD1"
"GLIPR2",0,0.618040359052836,0.449,0.183,0,"CD14+ Monocytes","GLIPR2"
"FCGR2A",0,0.617897233898598,0.269,0.029,0,"CD14+ Monocytes","FCGR2A"
"HIF1A",0,0.61627336416038,0.363,0.117,0,"CD14+ Monocytes","HIF1A"
"HSBP11",0,0.616097863064285,0.447,0.19,0,"CD14+ Monocytes","HSBP1"
"APOBEC3A",0,0.614292329884081,0.213,0.021,0,"CD14+ Monocytes","APOBEC3A"
"HLA-DQB1",0,0.613504339288129,0.59,0.221,0,"CD14+ Monocytes","HLA-DQB1"
"ATP5E",0,0.613474084985599,0.991,0.939,0,"CD14+ Monocytes","ATP5E"
"DUSP6",0,0.612685964197509,0.254,0.049,0,"CD14+ Monocytes","DUSP6"
"PGAM1",0,0.612676524512715,0.537,0.27,0,"CD14+ Monocytes","PGAM1"
"SERF2",0,0.611544902980018,0.995,0.95,0,"CD14+ Monocytes","SERF2"
"VMP1",0,0.610548881271582,0.389,0.142,0,"CD14+ Monocytes","VMP1"
"NINJ1",0,0.60982152274273,0.348,0.1,0,"CD14+ Monocytes","NINJ1"
"HCK",0,0.608964936728214,0.298,0.035,0,"CD14+ Monocytes","HCK"
"NDUFB12",0,0.608397040756472,0.734,0.472,0,"CD14+ Monocytes","NDUFB1"
"GNG51",0,0.607885993171015,0.631,0.356,0,"CD14+ Monocytes","GNG5"
"RNASE2",0,0.605729453760039,0.267,0.036,0,"CD14+ Monocytes","RNASE2"
"IFI6",2.78919577250167e-299,0.68375591692433,0.29,0.143,9.39791623586713e-295,"CD14+ Monocytes","IFI6"
"GZMK",0,2.02195185296594,0.74,0.053,0,"CD8Effector_GZMK","GZMK"
"CCL5",0,1.58742496537075,0.933,0.26,0,"CD8Effector_GZMK","CCL5"
"KLRB11",0,1.4308249509963,0.501,0.206,0,"CD8Effector_GZMK","KLRB1"
"DUSP2",0,1.41215214206545,0.832,0.352,0,"CD8Effector_GZMK","DUSP2"
"CMC1",0,1.29266908797204,0.466,0.184,0,"CD8Effector_GZMK","CMC1"
"GZMA",0,1.20072049625065,0.702,0.166,0,"CD8Effector_GZMK","GZMA"
"LYAR",0,1.14567800861461,0.636,0.187,0,"CD8Effector_GZMK","LYAR"
"IL321",0,1.01640185924671,0.965,0.555,0,"CD8Effector_GZMK","IL32"
"CST7",0,0.95533800655088,0.622,0.177,0,"CD8Effector_GZMK","CST7"
"JUN1",0,0.932291799672194,0.924,0.752,0,"CD8Effector_GZMK","JUN"
"CXCR41",0,0.884333879047737,0.888,0.677,0,"CD8Effector_GZMK","CXCR4"
"AC092580.4",0,0.862987766983101,0.372,0.072,0,"CD8Effector_GZMK","AC092580.4"
"ID21",0,0.831878356225936,0.714,0.431,0,"CD8Effector_GZMK","ID2"
"HCST1",0,0.800105937163022,0.863,0.573,0,"CD8Effector_GZMK","HCST"
"CD8A",0,0.798937112075262,0.358,0.085,0,"CD8Effector_GZMK","CD8A"
"ZFP36L22",0,0.784409989939088,0.936,0.757,0,"CD8Effector_GZMK","ZFP36L2"
"KLRG1",0,0.783321731790591,0.33,0.07,0,"CD8Effector_GZMK","KLRG1"
"CTSW",0,0.773853338792809,0.591,0.233,0,"CD8Effector_GZMK","CTSW"
"TUBA4A",0,0.762412274685491,0.441,0.229,0,"CD8Effector_GZMK","TUBA4A"
"TRGC2",0,0.760472859497965,0.29,0.055,0,"CD8Effector_GZMK","TRGC2"
"NKG7",0,0.755496236354495,0.75,0.343,0,"CD8Effector_GZMK","NKG7"
"GADD45B",0,0.750993082126636,0.538,0.302,0,"CD8Effector_GZMK","GADD45B"
"ZFP362",0,0.740701980728699,0.817,0.601,0,"CD8Effector_GZMK","ZFP36"
"GZMM",0,0.729514209019804,0.571,0.238,0,"CD8Effector_GZMK","GZMM"
"CD8B",0,0.71611862946259,0.352,0.105,0,"CD8Effector_GZMK","CD8B"
"SRSF7",0,0.664721205649488,0.77,0.597,0,"CD8Effector_GZMK","SRSF7"
"IER2",0,0.663740450890747,0.788,0.605,0,"CD8Effector_GZMK","IER2"
"PIK3R11",0,0.655857515641963,0.4,0.199,0,"CD8Effector_GZMK","PIK3R1"
"CD3E2",0,0.640484238951572,0.78,0.438,0,"CD8Effector_GZMK","CD3E"
"TRAC2",0,0.639309508278959,0.811,0.493,0,"CD8Effector_GZMK","TRAC"
"CD3D2",0,0.635105112482513,0.837,0.507,0,"CD8Effector_GZMK","CD3D"
"HLA-A1",0,0.627452055364848,0.981,0.903,0,"CD8Effector_GZMK","HLA-A"
"NFKBIA2",0,0.615640502279669,0.843,0.699,0,"CD8Effector_GZMK","NFKBIA"
"BTG12",0,0.610472644625594,0.957,0.831,0,"CD8Effector_GZMK","BTG1"
"HLA-B",0,0.607789487378772,0.996,0.942,0,"CD8Effector_GZMK","HLA-B"
"CCL4",8.21874452890353e-198,0.787251961368751,0.33,0.183,2.76922378156875e-193,"CD8Effector_GZMK","CCL4"
"RGS11",3.27361184780025e-163,0.664504433940953,0.362,0.226,1.10301077599781e-158,"CD8Effector_GZMK","RGS1"
"CD741",0,2.15615273999266,1,0.658,0,"B cells","CD74"
"CD79A",0,2.11961605722321,0.837,0.069,0,"B cells","CD79A"
"MS4A1",0,2.04111962307255,0.787,0.033,0,"B cells","MS4A1"
"HLA-DRA1",0,1.83670307258544,0.996,0.413,0,"B cells","HLA-DRA"
"HLA-DQB11",0,1.79614843789927,0.896,0.215,0,"B cells","HLA-DQB1"
"IGHM",0,1.64568018159284,0.681,0.121,0,"B cells","IGHM"
"HLA-DPB11",0,1.60588101678632,0.972,0.398,0,"B cells","HLA-DPB1"
"IGHD",0,1.54432885698601,0.483,0.03,0,"B cells","IGHD"
"HLA-DPA11",0,1.47627744551908,0.936,0.33,0,"B cells","HLA-DPA1"
"HLA-DRB11",0,1.4674848673009,0.941,0.324,0,"B cells","HLA-DRB1"
"CD79B",0,1.45773007002597,0.729,0.118,0,"B cells","CD79B"
"HLA-DQA11",0,1.44229206858646,0.721,0.12,0,"B cells","HLA-DQA1"
"LINC00926",0,1.39978641283545,0.534,0.015,0,"B cells","LINC00926"
"BANK1",0,1.29400181222699,0.518,0.021,0,"B cells","BANK1"
"MEF2C1",0,1.2591222073594,0.581,0.129,0,"B cells","MEF2C"
"CD37",0,1.20291053875105,0.938,0.61,0,"B cells","CD37"
"CD831",0,1.15958899850454,0.502,0.112,0,"B cells","CD83"
"HLA-DRB51",0,1.14928257566735,0.633,0.174,0,"B cells","HLA-DRB5"
"HLA-DMA1",0,1.13212960564087,0.677,0.198,0,"B cells","HLA-DMA"
"RP5-887A10.1",0,1.10651130995785,0.257,0.008,0,"B cells","RP5-887A10.1"
"VPREB3",0,1.02633447663048,0.416,0.037,0,"B cells","VPREB3"
"TCL1A",0,1.0140531713301,0.305,0.038,0,"B cells","TCL1A"
"ADAM28",0,0.993878338502635,0.366,0.027,0,"B cells","ADAM28"
"HLA-DMB1",0,0.987022187921868,0.485,0.1,0,"B cells","HLA-DMB"
"TNFRSF13C",0,0.938316770936416,0.356,0.014,0,"B cells","TNFRSF13C"
"CD692",0,0.928417375046113,0.755,0.537,0,"B cells","CD69"
"RALGPS2",0,0.881288583257463,0.34,0.025,0,"B cells","RALGPS2"
"NFKBID",0,0.880990306517587,0.367,0.054,0,"B cells","NFKBID"
"FCER2",0,0.873038659701351,0.273,0.01,0,"B cells","FCER2"
"ARHGAP24",0,0.866849644553515,0.313,0.013,0,"B cells","ARHGAP24"
"IGLC3",0,0.859046078910897,0.474,0.216,0,"B cells","IGLC3"
"HLA-DQA21",0,0.850109275625076,0.297,0.05,0,"B cells","HLA-DQA2"
"PLPP5",0,0.834802744743191,0.298,0.069,0,"B cells","PLPP5"
"IGLC2",0,0.833058475189756,0.599,0.376,0,"B cells","IGLC2"
"BIRC31",0,0.813361383227174,0.432,0.15,0,"B cells","BIRC3"
"IRF8",0,0.81043134389513,0.382,0.078,0,"B cells","IRF8"
"MARCH11",0,0.80948881067926,0.328,0.049,0,"B cells","MARCH1"
"BLK",0,0.791785131050597,0.297,0.017,0,"B cells","BLK"
"GNG7",0,0.789453098485458,0.333,0.057,0,"B cells","GNG7"
"CD221",0,0.788902250987047,0.296,0.021,0,"B cells","CD22"
"AL928768.3",0,0.781524755267761,0.129,0.008,0,"B cells","AL928768.3"
"PHACTR11",0,0.761842630943889,0.352,0.113,0,"B cells","PHACTR1"
"SMIM14",0,0.748250636954147,0.31,0.075,0,"B cells","SMIM14"
"HVCN1",0,0.724504303649204,0.261,0.037,0,"B cells","HVCN1"
"FCRLA",0,0.722375390261038,0.251,0.015,0,"B cells","FCRLA"
"PMAIP11",0,0.718096794573834,0.399,0.179,0,"B cells","PMAIP1"
"CD521",0,0.70911605402169,0.995,0.87,0,"B cells","CD52"
"AC079767.4",0,0.707990191731145,0.21,0.003,0,"B cells","AC079767.4"
"TCOF1",0,0.701716988118583,0.359,0.143,0,"B cells","TCOF1"
"HERPUD1",0,0.69637999776201,0.56,0.342,0,"B cells","HERPUD1"
"CD19",0,0.695351237768649,0.258,0.019,0,"B cells","CD19"
"SWAP70",0,0.694774817180848,0.258,0.033,0,"B cells","SWAP70"
"P2RX5",0,0.688256836005122,0.256,0.026,0,"B cells","P2RX5"
"LAPTM51",0,0.67958919934853,0.858,0.686,0,"B cells","LAPTM5"
"SNX21",0,0.669253447378592,0.385,0.185,0,"B cells","SNX2"
"POU2F21",0,0.659914680747255,0.335,0.104,0,"B cells","POU2F2"
"EZR",0,0.647024619734418,0.465,0.249,0,"B cells","EZR"
"LTB2",0,0.637480925532415,0.914,0.613,0,"B cells","LTB"
"KIAA0125",0,0.630647726809072,0.24,0.065,0,"B cells","KIAA0125"
"TMEM156",0,0.630314790482825,0.266,0.068,0,"B cells","TMEM156"
"CYB561A3",0,0.620197142070501,0.291,0.102,0,"B cells","CYB561A3"
"NCF11",0,0.612950067696047,0.456,0.205,0,"B cells","NCF1"
"ORAI2",0,0.612511686192954,0.278,0.079,0,"B cells","ORAI2"
"FAM129C",0,0.611663378255973,0.23,0.024,0,"B cells","FAM129C"
"HLA-DOB",0,0.608711932041944,0.213,0.012,0,"B cells","HLA-DOB"
"TPD52",0,0.603431558506636,0.292,0.096,0,"B cells","TPD52"
"GZMH",0,2.24801435262879,0.891,0.088,0,"CD8Effector_GZMH","GZMH"
"CCL51",0,2.12938471261256,0.993,0.264,0,"CD8Effector_GZMH","CCL5"
"NKG71",0,2.08327774351522,0.993,0.333,0,"CD8Effector_GZMH","NKG7"
"GNLY",0,1.99642088219963,0.917,0.317,0,"CD8Effector_GZMH","GNLY"
"FGFBP2",0,1.68652754994563,0.726,0.075,0,"CD8Effector_GZMH","FGFBP2"
"CCL41",0,1.56820886103656,0.638,0.166,0,"CD8Effector_GZMH","CCL4"
"CST71",0,1.5296145752884,0.823,0.17,0,"CD8Effector_GZMH","CST7"
"GZMA1",0,1.45033464085194,0.813,0.166,0,"CD8Effector_GZMH","GZMA"
"TRGC21",0,1.34273913351037,0.449,0.048,0,"CD8Effector_GZMH","TRGC2"
"GZMB",0,1.31973162881478,0.674,0.109,0,"CD8Effector_GZMH","GZMB"
"CTSW1",0,1.27403599121734,0.726,0.229,0,"CD8Effector_GZMH","CTSW"
"CMC11",0,1.2632352460483,0.459,0.188,0,"CD8Effector_GZMH","CMC1"
"KLRD11",0,1.25346186298481,0.547,0.084,0,"CD8Effector_GZMH","KLRD1"
"HOPX1",0,1.05779251011293,0.554,0.135,0,"CD8Effector_GZMH","HOPX"
"C12orf751",0,1.02033693961494,0.593,0.192,0,"CD8Effector_GZMH","C12orf75"
"AC092580.41",0,1.00500176994644,0.411,0.074,0,"CD8Effector_GZMH","AC092580.4"
"IL322",0,0.998289260361724,0.946,0.561,0,"CD8Effector_GZMH","IL32"
"CD8A1",0,0.994423597496336,0.39,0.086,0,"CD8Effector_GZMH","CD8A"
"LYAR1",0,0.973824801322549,0.54,0.198,0,"CD8Effector_GZMH","LYAR"
"GZMM1",0,0.953180343539092,0.616,0.239,0,"CD8Effector_GZMH","GZMM"
"KLRG11",0,0.901314559273957,0.371,0.07,0,"CD8Effector_GZMH","KLRG1"
"PRF1",0,0.895738561596003,0.413,0.073,0,"CD8Effector_GZMH","PRF1"
"HCST2",0,0.882570210159452,0.869,0.576,0,"CD8Effector_GZMH","HCST"
"PPP2R5C2",0,0.867387456205215,0.622,0.362,0,"CD8Effector_GZMH","PPP2R5C"
"CD992",0,0.862689856909041,0.713,0.439,0,"CD8Effector_GZMH","CD99"
"HLA-C2",0,0.85820593236068,0.998,0.923,0,"CD8Effector_GZMH","HLA-C"
"CD3D3",0,0.848545973503192,0.833,0.511,0,"CD8Effector_GZMH","CD3D"
"MYO1F2",0,0.841043448044396,0.519,0.223,0,"CD8Effector_GZMH","MYO1F"
"HLA-B1",0,0.814838599355977,0.999,0.942,0,"CD8Effector_GZMH","HLA-B"
"IFNG1",0,0.814094351760335,0.232,0.032,0,"CD8Effector_GZMH","IFNG"
"B2M2",0,0.787313168641172,1,0.999,0,"CD8Effector_GZMH","B2M"
"CD8B1",0,0.778115235209256,0.339,0.108,0,"CD8Effector_GZMH","CD8B"
"LITAF1",0,0.7464166047259,0.621,0.359,0,"CD8Effector_GZMH","LITAF"
"FCRL6",0,0.744017094993449,0.257,0.027,0,"CD8Effector_GZMH","FCRL6"
"KLRC2",0,0.731922860265522,0.133,0.01,0,"CD8Effector_GZMH","KLRC2"
"CD23",0,0.728450899497464,0.56,0.304,0,"CD8Effector_GZMH","CD2"
"SH3BGRL31",0,0.728262074974908,0.963,0.83,0,"CD8Effector_GZMH","SH3BGRL3"
"SAMD31",0,0.72529572887108,0.296,0.069,0,"CD8Effector_GZMH","SAMD3"
"TRGC11",0,0.724662639951492,0.195,0.03,0,"CD8Effector_GZMH","TRGC1"
"CD522",0,0.719131915826972,0.968,0.872,0,"CD8Effector_GZMH","CD52"
"ITGB21",0,0.718673675473502,0.658,0.403,0,"CD8Effector_GZMH","ITGB2"
"IFITM2",0,0.717605509498144,0.749,0.521,0,"CD8Effector_GZMH","IFITM2"
"APOBEC3G1",0,0.705691849377451,0.324,0.114,0,"CD8Effector_GZMH","APOBEC3G"
"HLA-A2",0,0.687386251345156,0.981,0.903,0,"CD8Effector_GZMH","HLA-A"
"TRBC23",0,0.682643484015628,0.702,0.469,0,"CD8Effector_GZMH","TRBC2"
"MATK1",0,0.669822025222076,0.298,0.087,0,"CD8Effector_GZMH","MATK"
"RARRES31",0,0.656547474790321,0.56,0.348,0,"CD8Effector_GZMH","RARRES3"
"ADGRG1",0,0.646410704023769,0.219,0.038,0,"CD8Effector_GZMH","ADGRG1"
"FCGR3A",0,0.643568847216544,0.333,0.078,0,"CD8Effector_GZMH","FCGR3A"
"PFN11",0,0.64285839425431,0.984,0.931,0,"CD8Effector_GZMH","PFN1"
"SYNE22",0,0.620505269963914,0.335,0.137,0,"CD8Effector_GZMH","SYNE2"
"CD3E3",0,0.61834813057614,0.727,0.445,0,"CD8Effector_GZMH","CD3E"
"ID22",0,0.617892340683079,0.659,0.438,0,"CD8Effector_GZMH","ID2"
"C1orf21",0,0.614159449810081,0.217,0.045,0,"CD8Effector_GZMH","C1orf21"
"PTPRC2",0,0.607854504200544,0.725,0.543,0,"CD8Effector_GZMH","PTPRC"
"FLNA1",1.36163800230227e-287,0.643183401463811,0.431,0.24,4.58790308495728e-283,"CD8Effector_GZMH","FLNA"
"APMAP1",5.58924568651048e-268,0.603479403275271,0.292,0.129,1.88324044161284e-263,"CD8Effector_GZMH","APMAP"
