"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ITGB11",1.29934849053612e-232,0.660914123795813,0.418,0.257,4.37802480401239e-228,"CD8Effector_GZMH","ITGB1"
"MT2A1",8.6014071869388e-223,0.603883100616422,0.5,0.344,2.89815813756716e-218,"CD8Effector_GZMH","MT2A"
"TRDC1",5.43465036714711e-209,0.865443066356767,0.18,0.064,1.83115109470655e-204,"CD8Effector_GZMH","TRDC"
"CCL4L2",1.11170184989481e-150,0.612731984844706,0.119,0.039,3.74576821303556e-146,"CD8Effector_GZMH","CCL4L2"
"CD8B2",0,1.47530668782228,0.805,0.081,0,"CD8+ Naive cells","CD8B"
"RP11-291B21.2",0,1.29258024716771,0.548,0.017,0,"CD8+ Naive cells","RP11-291B21.2"
"S100B",0,0.877737336165248,0.264,0.021,0,"CD8+ Naive cells","S100B"
"CD8A2",0,0.785755193219739,0.503,0.08,0,"CD8+ Naive cells","CD8A"
"GNLY1",0,2.91553005778656,0.977,0.326,0,"Natural Killer cells","GNLY"
"NKG72",0,2.44724288005748,0.997,0.345,0,"Natural Killer cells","NKG7"
"GZMB1",0,2.36627939379945,0.873,0.111,0,"Natural Killer cells","GZMB"
"CCL42",0,2.14578150408638,0.728,0.171,0,"Natural Killer cells","CCL4"
"FGFBP21",0,2.09071985613397,0.751,0.087,0,"Natural Killer cells","FGFBP2"
"PRF11",0,2.06376107154951,0.774,0.064,0,"Natural Killer cells","PRF1"
"SPON21",0,1.99136166567324,0.685,0.053,0,"Natural Killer cells","SPON2"
"KLRF11",0,1.88852852598686,0.757,0.036,0,"Natural Killer cells","KLRF1"
"GZMA2",0,1.86284123113457,0.896,0.174,0,"Natural Killer cells","GZMA"
"CTSW2",0,1.84056071331508,0.906,0.231,0,"Natural Killer cells","CTSW"
"CST72",0,1.78725852624128,0.885,0.179,0,"Natural Killer cells","CST7"
"KLRD12",0,1.77626516634385,0.798,0.082,0,"Natural Killer cells","KLRD1"
"TRDC2",0,1.76861116130209,0.732,0.043,0,"Natural Killer cells","TRDC"
"HOPX2",0,1.7529022187425,0.793,0.133,0,"Natural Killer cells","HOPX"
"CLIC31",0,1.7369025744273,0.625,0.049,0,"Natural Killer cells","CLIC3"
"CCL32",0,1.7120920293318,0.467,0.137,0,"Natural Killer cells","CCL3"
"CMC12",0,1.70881185429734,0.737,0.181,0,"Natural Killer cells","CMC1"
"KLRB13",0,1.680811855892,0.876,0.199,0,"Natural Killer cells","KLRB1"
"CCL52",0,1.64925883214523,0.869,0.283,0,"Natural Killer cells","CCL5"
"PTGDS",0,1.45659642369789,0.159,0.019,0,"Natural Killer cells","PTGDS"
"CD76",0,1.44658485758081,0.876,0.357,0,"Natural Killer cells","CD7"
"CD2471",0,1.37328721321222,0.683,0.173,0,"Natural Killer cells","CD247"
"FCGR3A1",0,1.34468360805273,0.608,0.071,0,"Natural Killer cells","FCGR3A"
"MYOM2",0,1.30325251190286,0.298,0.017,0,"Natural Killer cells","MYOM2"
"IL2RB",0,1.298853834939,0.516,0.043,0,"Natural Killer cells","IL2RB"
"GZMH1",0,1.2837741469873,0.606,0.115,0,"Natural Killer cells","GZMH"
"IFITM21",0,1.25421767995006,0.905,0.519,0,"Natural Killer cells","IFITM2"
"ITGB22",0,1.17055573370941,0.823,0.4,0,"Natural Killer cells","ITGB2"
"MATK2",0,1.13634250051057,0.493,0.082,0,"Natural Killer cells","MATK"
"GZMM3",0,1.11655488352155,0.689,0.243,0,"Natural Killer cells","GZMM"
"PLAC8",0,1.08079495605252,0.753,0.37,0,"Natural Killer cells","PLAC8"
"FCER1G1",0,1.05005606843389,0.814,0.261,0,"Natural Killer cells","FCER1G"
"IFITM14",0,1.04161075246236,0.697,0.32,0,"Natural Killer cells","IFITM1"
"XCL21",0,1.03052047954075,0.287,0.02,0,"Natural Killer cells","XCL2"
"MYO1F3",0,1.02744207574016,0.623,0.224,0,"Natural Killer cells","MYO1F"
"APMAP2",0,1.02338137173001,0.482,0.124,0,"Natural Killer cells","APMAP"
"CD1601",0,1.00872471977833,0.317,0.019,0,"Natural Killer cells","CD160"
"KLRC1",0,1.00622372539082,0.27,0.009,0,"Natural Killer cells","KLRC1"
"IGFBP7",0,0.989288983035693,0.389,0.087,0,"Natural Killer cells","IGFBP7"
"RHOC1",0,0.988883731405001,0.471,0.108,0,"Natural Killer cells","RHOC"
"HCST3",0,0.967581776646601,0.89,0.581,0,"Natural Killer cells","HCST"
"CD632",0,0.931493478572932,0.626,0.299,0,"Natural Killer cells","CD63"
"PFN12",0,0.927642581085615,0.997,0.932,0,"Natural Killer cells","PFN1"
"ID23",0,0.890649329404672,0.758,0.438,0,"Natural Killer cells","ID2"
"JAK11",0,0.888958875237432,0.583,0.293,0,"Natural Killer cells","JAK1"
"PRSS231",0,0.888397374503097,0.291,0.017,0,"Natural Killer cells","PRSS23"
"XCL11",0,0.877152541953555,0.203,0.015,0,"Natural Killer cells","XCL1"
"C12orf752",0,0.860338155329317,0.533,0.202,0,"Natural Killer cells","C12orf75"
"EFHD22",0,0.858530799208543,0.423,0.132,0,"Natural Killer cells","EFHD2"
"SAMD32",0,0.847944782279957,0.37,0.07,0,"Natural Killer cells","SAMD3"
"NCR31",0,0.839402533234946,0.347,0.053,0,"Natural Killer cells","NCR3"
"TYROBP1",0,0.839078542221164,0.918,0.313,0,"Natural Killer cells","TYROBP"
"PYHIN12",0,0.838921898146483,0.341,0.059,0,"Natural Killer cells","PYHIN1"
"TTC381",0,0.830229369365161,0.295,0.04,0,"Natural Killer cells","TTC38"
"HLA-C3",0,0.829558309600372,0.997,0.925,0,"Natural Killer cells","HLA-C"
"TPST21",0,0.825348677986925,0.384,0.13,0,"Natural Killer cells","TPST2"
"S1PR51",0,0.815981760873203,0.279,0.018,0,"Natural Killer cells","S1PR5"
"BIN22",0,0.808207876051117,0.617,0.3,0,"Natural Killer cells","BIN2"
"CYBA2",0,0.805830338007547,0.941,0.704,0,"Natural Killer cells","CYBA"
"HLA-A3",0,0.805575420020119,0.988,0.905,0,"Natural Killer cells","HLA-A"
"DOK22",0,0.804474702726276,0.48,0.19,0,"Natural Killer cells","DOK2"
"ADGRG11",0,0.801660528393876,0.281,0.038,0,"Natural Killer cells","ADGRG1"
"HLA-B2",0,0.798976912928973,0.997,0.943,0,"Natural Killer cells","HLA-B"
"LITAF2",0,0.793708107720601,0.657,0.363,0,"Natural Killer cells","LITAF"
"RAC21",0,0.781561525725798,0.674,0.44,0,"Natural Killer cells","RAC2"
"CHST121",0,0.773865031623114,0.366,0.124,0,"Natural Killer cells","CHST12"
"RUNX32",0,0.757231549227654,0.383,0.12,0,"Natural Killer cells","RUNX3"
"CD300A1",0,0.756301184659057,0.3,0.064,0,"Natural Killer cells","CD300A"
"ARPC22",0,0.753250314904102,0.901,0.712,0,"Natural Killer cells","ARPC2"
"HLA-E2",0,0.737913141517154,0.959,0.793,0,"Natural Killer cells","HLA-E"
"CD993",0,0.732406177738851,0.675,0.446,0,"Natural Killer cells","CD99"
"APOBEC3G2",0,0.720543531796445,0.351,0.117,0,"Natural Killer cells","APOBEC3G"
"B2M3",0,0.719322348653194,1,0.999,0,"Natural Killer cells","B2M"
"C1orf211",0,0.717470221795901,0.274,0.045,0,"Natural Killer cells","C1orf21"
"GNG21",0,0.716967251461662,0.365,0.137,0,"Natural Killer cells","GNG2"
"FCRL61",0,0.711697737321568,0.248,0.031,0,"Natural Killer cells","FCRL6"
"C5orf561",0,0.70658943977621,0.317,0.094,0,"Natural Killer cells","C5orf56"
"ABHD17A1",0,0.70620669535455,0.302,0.083,0,"Natural Killer cells","ABHD17A"
"TXK1",0,0.70442812987093,0.314,0.076,0,"Natural Killer cells","TXK"
"AKR1C31",0,0.697775982093205,0.257,0.072,0,"Natural Killer cells","AKR1C3"
"CALM13",0,0.686659872160086,0.848,0.686,0,"Natural Killer cells","CALM1"
"CFL11",0,0.674569092929926,0.952,0.844,0,"Natural Killer cells","CFL1"
"CLIC12",0,0.673518292244349,0.727,0.511,0,"Natural Killer cells","CLIC1"
"ZAP701",0,0.666426863709294,0.344,0.112,0,"Natural Killer cells","ZAP70"
"IFNG2",0,0.660332056727832,0.196,0.037,0,"Natural Killer cells","IFNG"
"SH2D1B",0,0.658691365531084,0.205,0.005,0,"Natural Killer cells","SH2D1B"
"CEP781",0,0.657504620433838,0.244,0.064,0,"Natural Killer cells","CEP78"
"ABI31",0,0.621421298183685,0.237,0.057,0,"Natural Killer cells","ABI3"
"RARRES32",6.02237021913207e-306,0.730069252578613,0.592,0.351,2.02917742163436e-301,"Natural Killer cells","RARRES3"
"FGR1",2.60068513739914e-305,0.633226871217437,0.306,0.103,8.76274850195266e-301,"Natural Killer cells","FGR"
"IER23",8.47385703984042e-299,0.678512881524321,0.782,0.611,2.85518139100383e-294,"Natural Killer cells","IER2"
"PRKCH2",2.43415583203601e-288,0.629958619761026,0.355,0.139,8.20164466046212e-284,"Natural Killer cells","PRKCH"
"ARPC5L2",1.61482821787111e-286,0.718075895402033,0.398,0.18,5.44100219729493e-282,"Natural Killer cells","ARPC5L"
"IL2RG3",4.11003761239832e-281,0.655683931921895,0.59,0.351,1.38483607312149e-276,"Natural Killer cells","IL2RG"
"LY6E1",1.36360449504403e-280,0.702860507303504,0.647,0.439,4.59452898560134e-276,"Natural Killer cells","LY6E"
"PPP1R181",3.30640030420758e-280,0.676451768907545,0.393,0.174,1.1140585184997e-275,"Natural Killer cells","PPP1R18"
"DBI2",4.30880728588904e-275,0.678611535519322,0.624,0.411,1.45180952690745e-270,"Natural Killer cells","DBI"
"CCL4L21",7.25361119241115e-268,0.895776354604037,0.167,0.039,2.44403175517101e-263,"Natural Killer cells","CCL4L2"
"SEPT72",1.08445950352896e-266,0.661743361072206,0.657,0.476,3.65397785119048e-262,"Natural Killer cells","SEPT7"
"RP5-1171I10.52",3.78448426093111e-266,0.73528032691646,0.405,0.19,1.27514412687813e-261,"Natural Killer cells","RP5-1171I10.5"
"IRF12",1.9893270779546e-258,0.664640002718685,0.569,0.342,6.70283865646024e-254,"Natural Killer cells","IRF1"
"MAP3K82",6.78271498449025e-246,0.718926668735703,0.34,0.144,2.28536798687415e-241,"Natural Killer cells","MAP3K8"
"RNF2132",5.59383264617836e-235,0.638080992038308,0.437,0.226,1.88478597180334e-230,"Natural Killer cells","RNF213"
"TXNIP3",1.01418667889218e-234,0.618601241155541,0.753,0.602,3.41720059585932e-230,"Natural Killer cells","TXNIP"
"SUN22",1.89780665451688e-230,0.641457467264289,0.431,0.224,6.39446974172917e-226,"Natural Killer cells","SUN2"
"FAM49B2",5.67091329380564e-225,0.629724308388727,0.514,0.315,1.91075752521487e-220,"Natural Killer cells","FAM49B"
"OSTF11",5.02114317629304e-214,0.65619762914706,0.429,0.235,1.69182398182018e-209,"Natural Killer cells","OSTF1"
"CD532",8.35251097170813e-195,0.611790362170136,0.534,0.349,2.81429504680734e-190,"Natural Killer cells","CD53"
"RAP1B1",1.01053511965052e-193,0.678487959036441,0.451,0.271,3.40489703215045e-189,"Natural Killer cells","RAP1B"
"ALOX5AP1",1.50499558710194e-187,0.614031408499496,0.41,0.221,5.07093213118128e-183,"Natural Killer cells","ALOX5AP"
"SPINK2",0,2.01311483797042,0.93,0.043,0,"HSPCs","SPINK2"
"AVP",0,1.46306372489364,0.587,0.008,0,"HSPCs","AVP"
"KIAA01251",0,1.34682171050475,0.814,0.059,0,"HSPCs","KIAA0125"
"PRSS571",0,1.30835732762509,0.82,0.052,0,"HSPCs","PRSS57"
"ANKRD281",0,1.18233337100237,0.86,0.132,0,"HSPCs","ANKRD28"
"RP11-620J15.31",0,1.13081465650779,0.814,0.125,0,"HSPCs","RP11-620J15.3"
"SERPINB11",0,1.12494393871759,0.935,0.28,0,"HSPCs","SERPINB1"
"H2AFY2",0,1.09103959576484,0.953,0.334,0,"HSPCs","H2AFY"
"SMIM24",0,1.06527758297087,0.705,0.026,0,"HSPCs","SMIM24"
"PRDX11",0,1.05734032634118,0.892,0.315,0,"HSPCs","PRDX1"
"SOX41",0,1.05297307490172,0.791,0.095,0,"HSPCs","SOX4"
"HSP90AB11",0,1.0379948125673,0.989,0.594,0,"HSPCs","HSP90AB1"
"EBPL1",0,1.03763208169243,0.88,0.15,0,"HSPCs","EBPL"
"ZFAS1",0,1.02034773334491,0.993,0.641,0,"HSPCs","ZFAS1"
"EGFL71",0,0.958438854308283,0.73,0.037,0,"HSPCs","EGFL7"
"CDK61",0,0.955262914762494,0.746,0.094,0,"HSPCs","CDK6"
"AREG1",0,0.925371392343214,0.514,0.149,0,"HSPCs","AREG"
"CRHBP",0,0.919581500659784,0.52,0.003,0,"HSPCs","CRHBP"
"STMN11",0,0.895265534463677,0.827,0.252,0,"HSPCs","STMN1"
"CD1641",0,0.892611791781753,0.876,0.327,0,"HSPCs","CD164"
"CYTL11",0,0.882571971632869,0.648,0.037,0,"HSPCs","CYTL1"
"ENO11",0,0.876829463529122,0.917,0.461,0,"HSPCs","ENO1"
"C1QTNF4",0,0.875768805089677,0.478,0.015,0,"HSPCs","C1QTNF4"
"NPM13",0,0.875534636790977,0.998,0.841,0,"HSPCs","NPM1"
"NUCB22",0,0.87464831997186,0.848,0.265,0,"HSPCs","NUCB2"
"IMPDH21",0,0.869573561104223,0.844,0.194,0,"HSPCs","IMPDH2"
"NGFRAP11",0,0.846871975714377,0.798,0.124,0,"HSPCs","NGFRAP1"
"RPS242",0,0.842610603157834,1,0.985,0,"HSPCs","RPS24"
"GAPDH2",0,0.837560809748481,0.991,0.808,0,"HSPCs","GAPDH"
"HNRNPA11",0,0.834458299918343,0.998,0.92,0,"HSPCs","HNRNPA1"
"MDK",0,0.825192213846676,0.541,0.021,0,"HSPCs","MDK"
"BST22",0,0.816902440353959,0.866,0.272,0,"HSPCs","BST2"
"MSI2",0,0.810110955336087,0.754,0.105,0,"HSPCs","MSI2"
"RPS4X2",0,0.80948076278403,1,0.993,0,"HSPCs","RPS4X"
"HMGA11",0,0.806591237980752,0.841,0.245,0,"HSPCs","HMGA1"
"FABP51",0,0.784065720322707,0.658,0.127,0,"HSPCs","FABP5"
"HINT12",0,0.783556518999746,0.994,0.816,0,"HSPCs","HINT1"
"IGLL1",0,0.771234996522938,0.44,0.074,0,"HSPCs","IGLL1"
"CLEC11A",0,0.770116752401709,0.545,0.075,0,"HSPCs","CLEC11A"
"RPLP01",0,0.754362086134563,1,0.951,0,"HSPCs","RPLP0"
"GSTP12",0,0.724571690974989,0.953,0.454,0,"HSPCs","GSTP1"
"TXN3",0,0.715426933434056,0.93,0.439,0,"HSPCs","TXN"
"CD34",0,0.709018086343782,0.57,0.011,0,"HSPCs","CD34"
"EGR12",0,0.694807365299214,0.525,0.101,0,"HSPCs","EGR1"
"DDAH21",0,0.693609979586895,0.682,0.096,0,"HSPCs","DDAH2"
"HSPB12",0,0.692416691248277,0.841,0.283,0,"HSPCs","HSPB1"
"SNRPE1",0,0.680179907615392,0.923,0.43,0,"HSPCs","SNRPE"
"TSC22D11",0,0.67846310485869,0.479,0.067,0,"HSPCs","TSC22D1"
"GNB2L12",0,0.676899783263625,0.999,0.959,0,"HSPCs","GNB2L1"
"SYPL11",0,0.674562277833833,0.749,0.169,0,"HSPCs","SYPL1"
"SNHG7",0,0.673938669477591,0.7,0.204,0,"HSPCs","SNHG7"
"MGST11",0,0.671534301939755,0.601,0.086,0,"HSPCs","MGST1"
"IGFBP71",0,0.660827894246467,0.6,0.088,0,"HSPCs","IGFBP7"
"EIF3E2",0,0.660404514073203,0.993,0.771,0,"HSPCs","EIF3E"
"HSPD11",0,0.659525052430577,0.805,0.253,0,"HSPCs","HSPD1"
"NAP1L1",0,0.650345686801912,0.971,0.688,0,"HSPCs","NAP1L1"
"RPL7A1",0,0.648155670531535,0.999,0.945,0,"HSPCs","RPL7A"
"AIF11",0,0.643691122693812,0.968,0.336,0,"HSPCs","AIF1"
"BEX1",0,0.643462684218325,0.351,0.007,0,"HSPCs","BEX1"
"NPR3",0,0.642667137079069,0.52,0.013,0,"HSPCs","NPR3"
"ITM2C",0,0.6399085467932,0.69,0.114,0,"HSPCs","ITM2C"
"APEX11",0,0.639624919942737,0.79,0.247,0,"HSPCs","APEX1"
"RPS213",0,0.63423204220381,1,0.985,0,"HSPCs","RPS2"
"EEF22",0,0.633340727164047,0.998,0.872,0,"HSPCs","EEF2"
"MEST1",0,0.631375011241031,0.579,0.042,0,"HSPCs","MEST"
"BTF31",0,0.630353602990585,1,0.942,0,"HSPCs","BTF3"
"EIF3L1",0,0.629373098904554,0.972,0.589,0,"HSPCs","EIF3L"
"EEF1B23",0,0.628925011178177,0.996,0.88,0,"HSPCs","EEF1B2"
"RPL53",0,0.625503419141725,1,0.96,0,"HSPCs","RPL5"
"TALDO15",0,0.604593345741847,0.881,0.382,0,"HSPCs","TALDO1"
"C6orf482",0,0.600445122295684,0.96,0.547,0,"HSPCs","C6orf48"
"IGLL11",0,3.00296772602298,0.926,0.064,0,"B cell progenitors","IGLL1"
"DNTT",0,2.62779085008656,0.586,0.06,0,"B cell progenitors","DNTT"
"STMN12",0,2.5605033506742,0.944,0.25,0,"B cell progenitors","STMN1"
"VPREB1",0,2.35964359451186,0.896,0.016,0,"B cell progenitors","VPREB1"
"TCL1A1",0,2.23995175887945,0.518,0.044,0,"B cell progenitors","TCL1A"
"CD79B1",0,2.23893809529058,0.909,0.138,0,"B cell progenitors","CD79B"
"HIST1H4C3",0,2.13752371228275,0.731,0.302,0,"B cell progenitors","HIST1H4C"
"VPREB31",0,2.09643662589475,0.836,0.043,0,"B cell progenitors","VPREB3"
"CD241",0,1.93341076193891,0.777,0.024,0,"B cell progenitors","CD24"
"SOX42",0,1.87937514001436,0.912,0.094,0,"B cell progenitors","SOX4"
"TUBA1B3",0,1.87585981110207,0.862,0.521,0,"B cell progenitors","TUBA1B"
"HMGB13",0,1.84811991701738,0.988,0.762,0,"B cell progenitors","HMGB1"
"HMGN23",0,1.8323051265521,0.953,0.691,0,"B cell progenitors","HMGN2"
"TUBB4",0,1.75528465373147,0.862,0.387,0,"B cell progenitors","TUBB"
"HMGB22",0,1.74299439516497,0.908,0.577,0,"B cell progenitors","HMGB2"
"H2AFZ3",0,1.61316036075956,0.89,0.536,0,"B cell progenitors","H2AFZ"
"CD9",0,1.52557639887929,0.601,0.027,0,"B cell progenitors","CD9"
"UHRF11",0,1.48284521152878,0.67,0.061,0,"B cell progenitors","UHRF1"
"KIAA01013",0,1.48211462810692,0.708,0.157,0,"B cell progenitors","KIAA0101"
"PTMA2",0,1.37606584033512,1,0.986,0,"B cell progenitors","PTMA"
"H2AFY3",0,1.36348581399915,0.87,0.337,0,"B cell progenitors","H2AFY"
"TYMS3",0,1.34543258483312,0.657,0.114,0,"B cell progenitors","TYMS"
"SMC42",0,1.29208044054122,0.691,0.153,0,"B cell progenitors","SMC4"
"TOP2A2",0,1.26084541696626,0.498,0.083,0,"B cell progenitors","TOP2A"
"CD79A1",0,1.23105180318823,0.824,0.1,0,"B cell progenitors","CD79A"
"UBE2C2",0,1.21458279948448,0.453,0.09,0,"B cell progenitors","UBE2C"
"NUSAP12",0,1.20499058619989,0.546,0.098,0,"B cell progenitors","NUSAP1"
"SLC25A53",0,1.20236230966442,0.928,0.493,0,"B cell progenitors","SLC25A5"
"VDAC11",0,1.19775400416218,0.78,0.219,0,"B cell progenitors","VDAC1"
"ACTG13",0,1.19558954623559,0.983,0.769,0,"B cell progenitors","ACTG1"
"PCNA2",0,1.18977298391202,0.601,0.159,0,"B cell progenitors","PCNA"
"IGHM1",0,1.17405319860267,0.799,0.141,0,"B cell progenitors","IGHM"
"MKI672",0,1.15912182579465,0.557,0.086,0,"B cell progenitors","MKI67"
"PRDX12",0,1.13332691562607,0.82,0.317,0,"B cell progenitors","PRDX1"
"RCSD11",0,1.12523815279432,0.85,0.225,0,"B cell progenitors","RCSD1"
"NUCKS13",0,1.12202712579854,0.795,0.301,0,"B cell progenitors","NUCKS1"
"DUT3",0,1.11928944635693,0.778,0.353,0,"B cell progenitors","DUT"
"H3F3A4",0,1.11284375099887,0.992,0.867,0,"B cell progenitors","H3F3A"
"TCF42",0,1.10359191086935,0.713,0.069,0,"B cell progenitors","TCF4"
"PDLIM12",0,1.1005120048708,0.58,0.065,0,"B cell progenitors","PDLIM1"
"PTTG12",0,1.08975851736716,0.601,0.155,0,"B cell progenitors","PTTG1"
"H2AFV2",0,1.08909654516649,0.829,0.373,0,"B cell progenitors","H2AFV"
"LAT24",0,1.08805829342663,0.718,0.094,0,"B cell progenitors","LAT2"
"HLA-DRA2",0,1.07680582853489,0.996,0.437,0,"B cell progenitors","HLA-DRA"
"DEK3",0,1.07236093865014,0.773,0.329,0,"B cell progenitors","DEK"
"FABP52",0,1.05911431349931,0.644,0.128,0,"B cell progenitors","FABP5"
"CENPF2",0,1.05031409251961,0.495,0.098,0,"B cell progenitors","CENPF"
"SSBP21",0,1.03674566305222,0.703,0.085,0,"B cell progenitors","SSBP2"
"PARP13",0,1.02994568503328,0.749,0.177,0,"B cell progenitors","PARP1"
"MCM72",0,1.02408473045353,0.608,0.132,0,"B cell progenitors","MCM7"
"GAPDH3",0,1.01375203360194,0.939,0.809,0,"B cell progenitors","GAPDH"
"HMGN12",0,1.0097176611588,0.93,0.59,0,"B cell progenitors","HMGN1"
"EBF11",0,1.00319172439721,0.573,0.01,0,"B cell progenitors","EBF1"
"AKAP12",0,1.00208798668865,0.439,0.002,0,"B cell progenitors","AKAP12"
"CMTM8",0,0.999234976024592,0.492,0.028,0,"B cell progenitors","CMTM8"
"BCL7A1",0,0.99768352786652,0.591,0.057,0,"B cell progenitors","BCL7A"
"HNRNPA12",0,0.99298020225591,0.998,0.92,0,"B cell progenitors","HNRNPA1"
"NASP2",0,0.989507323141049,0.718,0.2,0,"B cell progenitors","NASP"
"CARHSP12",0,0.986340343330127,0.728,0.194,0,"B cell progenitors","CARHSP1"
"SRSF32",0,0.967692380816481,0.924,0.58,0,"B cell progenitors","SRSF3"
"HMGA12",0,0.964676208084967,0.734,0.248,0,"B cell progenitors","HMGA1"
"BIRC52",0,0.961766150931551,0.527,0.103,0,"B cell progenitors","BIRC5"
"HNRNPA2B12",0,0.946465169031651,0.933,0.67,0,"B cell progenitors","HNRNPA2B1"
"RNASEH2B2",0,0.941769095154768,0.765,0.218,0,"B cell progenitors","RNASEH2B"
"MZB1",0,0.940787541447461,0.736,0.091,0,"B cell progenitors","MZB1"
"HSP90AA13",0,0.935036787447226,0.902,0.619,0,"B cell progenitors","HSP90AA1"
"RANBP13",0,0.932018203733685,0.765,0.366,0,"B cell progenitors","RANBP1"
"MAD2L2",0,0.929795008707685,0.646,0.126,0,"B cell progenitors","MAD2L2"
"PPIA3",0,0.929061929934119,0.946,0.728,0,"B cell progenitors","PPIA"
"MSI21",0,0.918837577918834,0.679,0.108,0,"B cell progenitors","MSI2"
"YWHAQ4",0,0.914342222952391,0.821,0.333,0,"B cell progenitors","YWHAQ"
"CKS1B2",0,0.8840486238716,0.583,0.158,0,"B cell progenitors","CKS1B"
"ZCCHC71",0,0.884016814249783,0.654,0.117,0,"B cell progenitors","ZCCHC7"
"TOP2B",0,0.883437856558449,0.616,0.094,0,"B cell progenitors","TOP2B"
"HMGB32",0,0.882893247551913,0.561,0.114,0,"B cell progenitors","HMGB3"
"HNRNPA31",0,0.872177822167054,0.87,0.459,0,"B cell progenitors","HNRNPA3"
"RAN3",0,0.872022600594084,0.819,0.481,0,"B cell progenitors","RAN"
"LMNB11",0,0.868013764029371,0.539,0.082,0,"B cell progenitors","LMNB1"
"ERH2",0,0.864930237675695,0.853,0.427,0,"B cell progenitors","ERH"
"CD721",0,0.853852589329306,0.473,0.019,0,"B cell progenitors","CD72"
"SRP92",0,0.853209529821389,0.839,0.375,0,"B cell progenitors","SRP9"
"IDH22",0,0.85162080550866,0.731,0.271,0,"B cell progenitors","IDH2"
"CD381",0,0.84395351407194,0.562,0.044,0,"B cell progenitors","CD38"
"MME",0,0.836341823793597,0.481,0.002,0,"B cell progenitors","MME"
"USP12",0,0.831056011343937,0.61,0.149,0,"B cell progenitors","USP1"
"ADA1",0,0.828202863066807,0.566,0.096,0,"B cell progenitors","ADA"
"CD742",0,0.817230626338784,0.998,0.671,0,"B cell progenitors","CD74"
"EIF4A3",0,0.809778577470091,0.583,0.152,0,"B cell progenitors","EIF4A3"
"CKS22",0,0.803077131642255,0.631,0.196,0,"B cell progenitors","CKS2"
"FAM129C1",0,0.798835887668524,0.47,0.027,0,"B cell progenitors","FAM129C"
"MIS18BP11",0,0.798525759799613,0.612,0.159,0,"B cell progenitors","MIS18BP1"
"SNRPE2",0,0.788725154403079,0.849,0.432,0,"B cell progenitors","SNRPE"
"ILF22",0,0.784359939249582,0.726,0.248,0,"B cell progenitors","ILF2"
"NUCB23",0,0.784052911111641,0.724,0.268,0,"B cell progenitors","NUCB2"
"PSMA42",0,0.782786106117748,0.795,0.346,0,"B cell progenitors","PSMA4"
"RBMX2",0,0.782542620251232,0.865,0.435,0,"B cell progenitors","RBMX"
"HMGN32",0,0.782419444880248,0.817,0.358,0,"B cell progenitors","HMGN3"
"NONO1",0,0.75902526922729,0.747,0.253,0,"B cell progenitors","NONO"
"ERGIC1",0,0.759019483463901,0.6,0.091,0,"B cell progenitors","ERGIC1"
"ITM2C1",0,0.758550567221307,0.654,0.115,0,"B cell progenitors","ITM2C"
"MCM31",0,0.752234745669276,0.515,0.096,0,"B cell progenitors","MCM3"
"NAP1L11",0,0.750561503500797,0.948,0.689,0,"B cell progenitors","NAP1L1"
"ZWINT2",0,0.750522807147709,0.52,0.089,0,"B cell progenitors","ZWINT"
"MAD2L12",0,0.748421474935191,0.543,0.099,0,"B cell progenitors","MAD2L1"
"RP11-620J15.32",0,0.746979397763661,0.636,0.13,0,"B cell progenitors","RP11-620J15.3"
"TMEM2431",0,0.746504090731071,0.718,0.229,0,"B cell progenitors","TMEM243"
"MYL6B1",0,0.744856277982558,0.562,0.073,0,"B cell progenitors","MYL6B"
"SOCS21",0,0.741462497534002,0.312,0.054,0,"B cell progenitors","SOCS2"
"YWHAE2",0,0.736340977916263,0.727,0.263,0,"B cell progenitors","YWHAE"
"SUMO22",0,0.735402974478942,0.935,0.656,0,"B cell progenitors","SUMO2"
"CCT82",0,0.734709591828853,0.762,0.311,0,"B cell progenitors","CCT8"
"QRSL11",0,0.733612660720778,0.472,0.055,0,"B cell progenitors","QRSL1"
"SNRPD12",0,0.731452963975303,0.793,0.387,0,"B cell progenitors","SNRPD1"
"ATP5C12",0,0.728832369673738,0.819,0.36,0,"B cell progenitors","ATP5C1"
"KIAA01252",0,0.726511067897193,0.432,0.068,0,"B cell progenitors","KIAA0125"
"SMC22",0,0.723081809781724,0.525,0.102,0,"B cell progenitors","SMC2"
"ANP32A2",0,0.721284659408338,0.706,0.25,0,"B cell progenitors","ANP32A"
"TK12",0,0.719012831742798,0.44,0.082,0,"B cell progenitors","TK1"
"CMTM7",0,0.717771333765745,0.631,0.159,0,"B cell progenitors","CMTM7"
"CFAP73",0,0.716924979300458,0.268,0.002,0,"B cell progenitors","CFAP73"
"RRM22",0,0.713592725562635,0.435,0.079,0,"B cell progenitors","RRM2"
"GNG71",0,0.711094187720339,0.531,0.064,0,"B cell progenitors","GNG7"
"GDI23",0,0.706353980515537,0.808,0.358,0,"B cell progenitors","GDI2"
"SNHG71",0,0.705447088474286,0.642,0.205,0,"B cell progenitors","SNHG7"
"ZNF222",0,0.704686651574026,0.611,0.127,0,"B cell progenitors","ZNF22"
"HNRNPK1",0,0.702356372275296,0.913,0.62,0,"B cell progenitors","HNRNPK"
"DDX39A1",0,0.701423647161388,0.626,0.194,0,"B cell progenitors","DDX39A"
